sessionnumb  20260924122218 
16 17 549 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
16 17 444 [ [ -2, 16 ], [ 1, 144 ], [ 3, 96 ] ] 
15 16 444 [ [ -2, 15 ], [ 1, 136 ], [ 3, 74 ] ] 
17 18 454 [ [ -2, 17 ], [ 1, 150 ], [ 3, 122 ] ] 
18 19 601 [ [ -2, 18 ], [ 1, 174 ], [ 3, 132 ] ] 
15 16 459 [ [ -2, 15 ], [ 1, 132 ], [ 3, 78 ] ] 
16 17 610 [ [ -2, 16 ], [ 1, 152 ], [ 3, 88 ] ] 
15 16 426 [ [ -2, 15 ], [ 1, 138 ], [ 3, 72 ] ] 
16 17 436 [ [ -2, 16 ], [ 1, 148 ], [ 3, 92 ] ] 
16 17 464 [ [ -2, 16 ], [ 1, 158 ], [ 3, 82 ] ] 
16 17 467 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
16 17 591 [ [ -2, 16 ], [ 1, 142 ], [ 3, 98 ] ] 
17 18 589 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
18 19 623 [ [ -2, 18 ], [ 1, 154 ], [ 3, 152 ] ] 
18 19 478 [ [ -2, 18 ], [ 1, 150 ], [ 3, 156 ] ] 
15 16 409 [ [ -2, 15 ], [ 1, 112 ], [ 3, 98 ] ] 
16 17 469 [ [ -2, 16 ], [ 1, 136 ], [ 3, 104 ] ] 
15 16 446 [ [ -2, 15 ], [ 1, 110 ], [ 3, 100 ] ] 
17 18 466 [ [ -2, 17 ], [ 1, 154 ], [ 3, 118 ] ] 
16 17 401 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 426 [ [ -2, 17 ], [ 1, 154 ], [ 3, 118 ] ] 
17 18 523 [ [ -2, 17 ], [ 1, 146 ], [ 3, 126 ] ] 
16 17 729 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
15 16 440 [ [ -2, 15 ], [ 1, 128 ], [ 3, 82 ] ] 
15 16 422 [ [ -2, 15 ], [ 1, 120 ], [ 3, 90 ] ] 
16 17 586 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
15 16 467 [ [ -2, 15 ], [ 1, 114 ], [ 3, 96 ] ] 
16 17 493 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 467 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
16 17 547 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
16 17 494 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
16 17 432 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
16 17 568 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
16 17 592 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
16 17 404 [ [ -2, 16 ], [ 1, 136 ], [ 3, 104 ] ] 
16 17 448 [ [ -2, 16 ], [ 1, 138 ], [ 3, 102 ] ] 
16 17 448 [ [ -2, 16 ], [ 1, 138 ], [ 3, 102 ] ] 
17 18 532 [ [ -2, 17 ], [ 1, 162 ], [ 3, 110 ] ] 
15 16 427 [ [ -2, 15 ], [ 1, 112 ], [ 3, 98 ] ] 
16 17 475 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
17 18 659 [ [ -2, 17 ], [ 1, 172 ], [ 3, 100 ] ] 
18 19 562 [ [ -2, 18 ], [ 1, 172 ], [ 3, 134 ] ] 
17 18 525 [ [ -2, 17 ], [ 1, 176 ], [ 3, 96 ] ] 
15 16 416 [ [ -2, 15 ], [ 1, 122 ], [ 3, 88 ] ] 
16 17 460 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 794 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
17 18 428 [ [ -2, 17 ], [ 1, 146 ], [ 3, 126 ] ] 
16 17 406 [ [ -2, 16 ], [ 1, 138 ], [ 3, 102 ] ] 
