sessionnumb  20260923124800 
15 16 304 [ [ -2, 15 ], [ 1, 98 ], [ 3, 112 ] ] 
15 16 307 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
15 16 307 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
15 16 307 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
17 18 574 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
15 16 320 [ [ -2, 15 ], [ 1, 88 ], [ 3, 122 ] ] 
16 17 420 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
16 17 420 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
16 17 420 [ [ -2, 16 ], [ 1, 102 ], [ 3, 138 ] ] 
15 16 320 [ [ -2, 15 ], [ 1, 96 ], [ 3, 114 ] ] 
15 16 422 [ [ -2, 15 ], [ 1, 98 ], [ 3, 112 ] ] 
16 17 704 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 303 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
15 16 322 [ [ -2, 15 ], [ 1, 92 ], [ 3, 118 ] ] 
16 17 359 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
15 16 483 [ [ -2, 15 ], [ 1, 96 ], [ 3, 114 ] ] 
15 16 304 [ [ -2, 15 ], [ 1, 98 ], [ 3, 112 ] ] 
15 16 331 [ [ -2, 15 ], [ 1, 94 ], [ 3, 116 ] ] 
16 17 480 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
15 16 378 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
15 16 331 [ [ -2, 15 ], [ 1, 100 ], [ 3, 110 ] ] 
15 16 347 [ [ -2, 15 ], [ 1, 98 ], [ 3, 112 ] ] 
15 16 446 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
15 16 304 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
15 16 355 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 440 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
15 16 322 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 654 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
15 16 322 [ [ -2, 15 ], [ 1, 104 ], [ 3, 106 ] ] 
16 17 476 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 371 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
16 17 465 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
17 18 882 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
17 18 882 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
15 16 316 [ [ -2, 15 ], [ 1, 94 ], [ 3, 116 ] ] 
16 17 472 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
16 17 520 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
16 17 467 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 467 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
15 16 324 [ [ -2, 15 ], [ 1, 98 ], [ 3, 112 ] ] 
16 17 647 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
15 16 331 [ [ -2, 15 ], [ 1, 90 ], [ 3, 120 ] ] 
15 16 331 [ [ -2, 15 ], [ 1, 94 ], [ 3, 116 ] ] 
16 17 418 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
16 17 418 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
16 17 418 [ [ -2, 16 ], [ 1, 102 ], [ 3, 138 ] ] 
16 17 571 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
16 17 405 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
15 16 354 [ [ -2, 15 ], [ 1, 104 ], [ 3, 106 ] ] 
16 17 522 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 446 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
15 16 322 [ [ -2, 15 ], [ 1, 88 ], [ 3, 122 ] ] 
16 17 473 [ [ -2, 16 ], [ 1, 102 ], [ 3, 138 ] ] 
16 17 329 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
16 17 344 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
17 18 1113 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
15 16 429 [ [ -2, 15 ], [ 1, 96 ], [ 3, 114 ] ] 
15 16 429 [ [ -2, 15 ], [ 1, 96 ], [ 3, 114 ] ] 
15 16 337 [ [ -2, 15 ], [ 1, 90 ], [ 3, 120 ] ] 
15 16 341 [ [ -2, 15 ], [ 1, 98 ], [ 3, 112 ] ] 
16 17 436 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
15 16 341 [ [ -2, 15 ], [ 1, 98 ], [ 3, 112 ] ] 
15 16 311 [ [ -2, 15 ], [ 1, 94 ], [ 3, 116 ] ] 
16 17 469 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
