sessionnumb  20260924122202 
16 17 509 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
16 17 456 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
16 17 422 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 645 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
15 16 470 [ [ -2, 15 ], [ 1, 96 ], [ 3, 114 ] ] 
15 16 451 [ [ -2, 15 ], [ 1, 100 ], [ 3, 110 ] ] 
16 17 451 [ [ -2, 16 ], [ 1, 102 ], [ 3, 138 ] ] 
15 16 495 [ [ -2, 15 ], [ 1, 94 ], [ 3, 116 ] ] 
16 17 469 [ [ -2, 16 ], [ 1, 140 ], [ 3, 100 ] ] 
16 17 475 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
19 20 435 [ [ -2, 19 ], [ 1, 174 ], [ 3, 168 ] ] 
17 18 797 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
17 18 477 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
15 16 478 [ [ -2, 15 ], [ 1, 106 ], [ 3, 104 ] ] 
16 17 413 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
16 17 476 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
16 17 570 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
15 16 422 [ [ -2, 15 ], [ 1, 106 ], [ 3, 104 ] ] 
17 18 472 [ [ -2, 17 ], [ 1, 144 ], [ 3, 128 ] ] 
17 18 446 [ [ -2, 17 ], [ 1, 148 ], [ 3, 124 ] ] 
17 18 604 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
17 18 458 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
16 17 524 [ [ -2, 16 ], [ 1, 140 ], [ 3, 100 ] ] 
18 19 868 [ [ -2, 18 ], [ 1, 156 ], [ 3, 150 ] ] 
18 19 868 [ [ -2, 18 ], [ 1, 174 ], [ 3, 132 ] ] 
18 19 868 [ [ -2, 18 ], [ 1, 174 ], [ 3, 132 ] ] 
16 17 481 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
16 17 474 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
16 17 417 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 428 [ [ -2, 17 ], [ 1, 144 ], [ 3, 128 ] ] 
17 18 520 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
17 18 579 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
16 17 511 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
17 18 442 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 494 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
16 17 550 [ [ -2, 16 ], [ 1, 98 ], [ 3, 142 ] ] 
18 19 605 [ [ -2, 18 ], [ 1, 176 ], [ 3, 130 ] ] 
17 18 448 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 585 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
16 17 509 [ [ -2, 16 ], [ 1, 138 ], [ 3, 102 ] ] 
17 18 516 [ [ -2, 17 ], [ 1, 144 ], [ 3, 128 ] ] 
17 18 506 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
16 17 411 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
16 17 626 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
17 18 520 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
18 19 523 [ [ -2, 18 ], [ 1, 172 ], [ 3, 134 ] ] 
17 18 462 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
16 17 514 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
