sessionnumb  20260924122156 
16 17 424 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 474 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
17 18 615 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
16 17 503 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
17 18 454 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
17 18 607 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
16 17 403 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
16 17 418 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 489 [ [ -2, 17 ], [ 1, 162 ], [ 3, 110 ] ] 
15 16 401 [ [ -2, 15 ], [ 1, 92 ], [ 3, 118 ] ] 
18 19 797 [ [ -2, 18 ], [ 1, 152 ], [ 3, 154 ] ] 
15 16 453 [ [ -2, 15 ], [ 1, 104 ], [ 3, 106 ] ] 
16 17 461 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 460 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
16 17 543 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 538 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 460 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 439 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 572 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 452 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
18 19 497 [ [ -2, 18 ], [ 1, 144 ], [ 3, 162 ] ] 
18 19 690 [ [ -2, 18 ], [ 1, 154 ], [ 3, 152 ] ] 
16 17 445 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
16 17 663 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
17 18 415 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
18 19 677 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
18 19 764 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
18 19 677 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
15 16 401 [ [ -2, 15 ], [ 1, 134 ], [ 3, 76 ] ] 
15 16 415 [ [ -2, 15 ], [ 1, 92 ], [ 3, 118 ] ] 
16 17 437 [ [ -2, 16 ], [ 1, 140 ], [ 3, 100 ] ] 
16 17 415 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 441 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
15 16 436 [ [ -2, 15 ], [ 1, 112 ], [ 3, 98 ] ] 
16 17 442 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
15 16 465 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 596 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
16 17 443 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
16 17 406 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
16 17 414 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 419 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
17 18 683 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
16 17 431 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
17 18 811 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
15 16 509 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 412 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
17 18 510 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
16 17 447 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
15 16 422 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
15 16 439 [ [ -2, 15 ], [ 1, 106 ], [ 3, 104 ] ] 
15 16 407 [ [ -2, 15 ], [ 1, 106 ], [ 3, 104 ] ] 
17 18 416 [ [ -2, 17 ], [ 1, 156 ], [ 3, 116 ] ] 
17 18 494 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
16 17 607 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
17 18 564 [ [ -2, 17 ], [ 1, 152 ], [ 3, 120 ] ] 
16 17 564 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
16 17 434 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
15 16 466 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
17 18 474 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
17 18 421 [ [ -2, 17 ], [ 1, 150 ], [ 3, 122 ] ] 
18 19 519 [ [ -2, 18 ], [ 1, 166 ], [ 3, 140 ] ] 
16 17 478 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
16 17 414 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
17 18 433 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
16 17 428 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 407 [ [ -2, 17 ], [ 1, 158 ], [ 3, 114 ] ] 
17 18 568 [ [ -2, 17 ], [ 1, 160 ], [ 3, 112 ] ] 
18 19 765 [ [ -2, 18 ], [ 1, 144 ], [ 3, 162 ] ] 
15 16 413 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 475 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
