sessionnumb  20260924122139 
16 17 449 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
15 16 419 [ [ -2, 15 ], [ 1, 98 ], [ 3, 112 ] ] 
18 19 568 [ [ -2, 18 ], [ 1, 136 ], [ 3, 170 ] ] 
18 19 516 [ [ -2, 18 ], [ 1, 136 ], [ 3, 170 ] ] 
16 17 449 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 483 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
16 17 547 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
16 17 636 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
15 16 420 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
15 16 432 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
16 17 619 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
17 18 585 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
16 17 421 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 439 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
16 17 405 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
16 17 445 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 558 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
17 18 1041 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
15 16 449 [ [ -2, 15 ], [ 1, 106 ], [ 3, 104 ] ] 
16 17 415 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 586 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 523 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
15 16 418 [ [ -2, 15 ], [ 1, 120 ], [ 3, 90 ] ] 
15 16 421 [ [ -2, 15 ], [ 1, 112 ], [ 3, 98 ] ] 
16 17 550 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
15 16 516 [ [ -2, 15 ], [ 1, 96 ], [ 3, 114 ] ] 
16 17 571 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
15 16 453 [ [ -2, 15 ], [ 1, 100 ], [ 3, 110 ] ] 
17 18 463 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
16 17 575 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 456 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
17 18 754 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
16 17 582 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 472 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
17 18 436 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
16 17 427 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
17 18 458 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
17 18 425 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 463 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
17 18 498 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
16 17 441 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
17 18 886 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
16 17 551 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 419 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
16 17 472 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
16 17 487 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
17 18 440 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
16 17 428 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 838 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
15 16 459 [ [ -2, 15 ], [ 1, 124 ], [ 3, 86 ] ] 
16 17 593 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 585 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 424 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
17 18 414 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
17 18 543 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
16 17 668 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
17 18 468 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
17 18 711 [ [ -2, 17 ], [ 1, 144 ], [ 3, 128 ] ] 
